no,text,polarity
236,Gerakan Nasional Demokrat Lawan Corona Ketum DPP Partai Demokrat Keluarkan Surat Instruksi https t co wSniDJIyZD lewat,Neutral
237,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
238,RT Dear Pak ini saran mumpung di Bali tanggal 25 Maret ini Nyepi yuk sekalian seluruh Indonesia diajak ikut Nyepi se,Positive
239,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
240,RT Melakukan eksperimen dengan menenggak cairan pembersih yang mengandung chloroquine untuk mencegah terkena virus coron,Negative
241,RT Anggota dpr dites corona malah positif korupsi,Negative
242,Gue denger berita berita kematian karena corona jadi banjir begini ajg,Negative
243,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
244,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
245,Gagal sempro minggu ini gagal penelitian awal April Semoga wabah corona segera berakhir,Neutral
246,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
247,RT Kemampuan memanipulasi yang dimiliki penguasa kini diuji kembali Dahulu manipulasi data pilpres kini data virus corona pu,Negative
248,Pemkot Surabaya Buka Peta Sebaran Virus Corona https t co lERecdUnbg,Neutral
249,RT IDI menilai masyarakat yang termasuk orang dalam pemantauan ODP lebih prioritas dites ketimbang anggota DPR kumparanNews,Positive
250,SABAR DAN SHOLAT Tetaplah Tenang Bismillah Di tengah kabar berita Wabah Virus Covid 19 Corona cov d19 corona https t co kh4yxRft3X,Positive
251,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Negative
252,RT Dari semua pemerintahan negara yang terkena wabah corona pemerintah Indonesia memiliki karakter yang berbeda,Neutral
253,Satpam amp virus Corona covid 19 kami jaga Indonesia dari sini kamu jaga Indonesia dari rumah https t co hXeKTmeqYS,Neutral
254,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
255,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
256,RT U ujian N nasional B batal K karena Corona,Neutral
257,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
258,RT jaran67 Coba bayangin kalau ini di terapkan dinegara kita 62 Kalian di anjurkan drmh agar negatif corona aja pada ngeyel Apa,Neutral
259,RT Hala tersebut membuat para petugas medis itu sempat menginap di rumah sakit kumparanViral https t co VmhndQLq4l,Neutral
260,RT Dirumah aja Negatif Corona Positif depresi,Neutral
261,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
262,RT Whoahhh Berarti Anggota DPR yang maksa test Corona duluan itu lebih GOBLOK DARIPADA PKS Bayangin Kurang hina apa,Negative
263,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
264,RT Gila Aku pikir ini batal setelah banyak yang protes Ternyata bener anggota DPR akan tes hari Jumat Pak yang m,Negative
265,RT Pahami Perbedaan Batuk Biasa dan Batuk Gejala Infeksi Virus Corona https t co MsgEs10mZ5,Positive
266,Para petarung UFC menyampaikan rasa empati kepada korban virus Corona Seperti Khabib Nurmagomedov yang memakai mas https t co 8Qbb2xJIAC,Positive
267,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
268,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
269,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
270,RT jogja Penyemprotan cairan disinfektan di jalanan Jogja oleh Polda DIY sebagai antisipasi pencegahan penyebaran virus corona Teri,Neutral
271,RT TOLONG BANTU SHARE DONG GA TEGA AKU LIATNYA SEDANG ADA WABAH CORONA KAYAKGINI UNBK https t co 5xHsoEYYcx,Positive
272,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
273,RT Tengok member study lagi seram dari corona,Neutral
274,RT Ini UN di apus gara2 corona trus skripsi ga ada niatan di apus juga apa Semester 9 udah mulai kecium ini etdahhh,Negative
275,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Positive
276,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
277,Ada yang bilang bener dirumah gak kena corona tapi malah depresi,Positive
278,RT https t co wp9ZLWnHHR Terimakasih PT Astra anda dan keluarga besar anda semoga semakin berjaya Terimakasih PT Warda,Negative
279,RT Saya minta rapit test kepada anggota DPR dibatalkan Yg utama adalah para medis yg bertugas di garis depan menangani pas,Positive
280,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
281,corona virus harusnya membuka mata bahwa sistem demokrasi kapitalisme yang diterapkan mengabaikan nyawa rakyat me https t co wR33YcK652,Positive
282,Lebih lucu yang tes corona dengan menghadap sinar matahari dan tahan nafas 10 detikkk yang ini kurangg,Neutral
283,RT azhar test Corona harus disusun prioritasnya utk yg rentan dan rakyat bukan mdahulukan pejabat Pantau gaes saat mewabah,Positive
284,Aktor The Walking Dead ini menghabiskan biaya hingga USD 9 116 atau sekitar Rp 150 juta untuk tes virus corona n https t co KbFM27KyC4,Neutral
285,RT Dirumah aja Negatif Corona Positif depresi,Neutral
286,Kita udh social distancing udh 2 bulan aku gabisa nyamperin kesana dan bgtupun dia efek corona he said it wil https t co e9ScuVquTb,Positive
287,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Positive
288,Sapa taw yg korupsi kena corona juga kan mayan tuh ngurangi koruptor di indo,Negative
289,RT jsp Pagi barusan saya di WA teman saya Angga dr Gunung Kidul Dari percakapan pendek ini semoga kita semakin memahami arti pen,Neutral
290,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
291,RT kesenjangan sosial yang nyata diperlihatkan oleh berita ini https t co nmo6Y8QsOk,Neutral
292,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
293,RT UNBK DIHAPUS KARENA CORONA Pas pertama denger kabar Alhamdulillah seneng banget Sedetik kemudian https t co V1iFy4ZHKK,Positive
294,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
295,Corona monkaGIGA,Neutral
296,RT Polri Akan Bubarkan Kerumunan untuk Cegah Corona BubarkanCegahCorona https t co 99fS18RqRC,Positive
297,Terpaksa bro Takut Maggie tu kena corona kalau tak kuarantin,Positive
298,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
299,Ditegur Corona baru pada inget ibadah,Positive
300,RT Lebih dari 600 dokter di Perancis menggugat mantan Menteri Kesehatan dan Perdana Menteri Mereka dianggap tidak mengambil lang,Neutral
301,RT Terlihat petugas rumah sakit yang menguburkan jenazah menggunakan baju hazmat Keluarga dan kerabat yang hadir berjauhan ku,Neutral
302,RT Tengok member study lagi seram dari corona,Neutral
303,RT Sebagian alat uji virus corona yang dibeli pemerintah tak sesuai dengan standar Badan Kesehatan Dunia WHO https t co e,Neutral
304,RT Presiden dan menteri terkait telah selesai menggelar rapat terbatas secara online membahas UN 2020 yang terdampak CO,Neutral
305,RT Pesan Manis BTS untuk Tim Medis dan ARMY Hadapi Corona https t co WQwwzaSZQY,Neutral
306,Cegah Virus Corona Koramil 12 Manisrenggo Lakukan Apel Pagi Untuk Pembagian Tugas https t co N5203BaEIO https t co djX8SEnR3Y,Neutral
307,RT Nyesek Cerita Pilu Pemakaman Pasien Corona Hanya Dihadiri Tiga Anak Tanpa Pelayat https t co StTLeZnqkF https t co,Neutral
308,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
309,RT 14 Hari duk rumah ni korang boleh lah tengok movie yang ada vibe CORONA virus ni https t co sCGFV4gyi1,Neutral
310,RT Riset UI IPB Jambu Biji Diprediksi Bisa Mencegah Corona https t co EhXZmQXoV7,Neutral
311,RT WHO MLIPUKO WA CORONAVIRUS UNAZIDI KUSHIKA KASI gt Ilichukua siku 67 kwa Maambukizi kufika 100 000 lakini imechukua siku,Neutral
312,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
313,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Negative
314,RT Kalian stay di rumah itu gak cuma untuk diri kalian tapi untuk orang lain juga Kalian gak takut kena corona gakpapa,Positive
315,Di himbau acuh Pas pstf corona nyalahin pemerintah,Positive
316,RT Anggota dpr dites corona malah positif korupsi,Negative
317,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
318,Cuy bro mba kak kelayapan kalian gabakal bikin keren masih ada besok besok kalo mau nongkrong mah Seka https t co QynHUkjA8S,Negative
319,Kemaren waktu udah ada corona kita anak SMK juga tetep UNBK sumpah kek anak tiri,Negative
320,SEBAIKNYA PEMERINTAH MEMBUAT PERATURAN ORANG2 YG MEREMEHKAN VIRUS CORONA MERASA KEBAL DLL AGAR MENDAFTARKAN D https t co 914n09VGxf,Positive
321,RT Jokowi Soroti Pasien Corona Bantu Hajatan dan Pergi ke Pasar https t co thddzkuqlw,Positive
322,RT Tengok member study lagi seram dari corona,Neutral
323,dear corona yuk pulang yuk,Negative
324,RT Plz ini siapa yg nyebarin info anjer ke nyokap dikasih bawang merah dikamar biar nangkal corona nangkal corona kaga nangis,Negative
325,corona belum clear pacarnya mati duluan kena corona https t co mL1GVetWLk,Negative
326,RT Dirumah aja Negatif Corona Positif depresi,Neutral
327,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
328,RT Ceramah beliau Al Habib Husen bin Thoha Ba agil Tuban Sebelum adanya corona COVID 19 TerimakasihParamedisIndonesia ht,Neutral
329,RT Tokopedia OVO dan Grab mendonasikan masing masing Rp 1 miliar total Rp 3 miliar untuk membantu memerangi COVID 19 https,Positive
330,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
331,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
332,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
333,RT Tes corona yang di Jaksel mau dimulai kapan Trus biar bisa ikut tes gmn caranya,Positive
334,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
335,RT Dirumah aja Negatif Corona Positif depresi,Neutral
336,RT Kalo corona udah hilang pokoknya aku mau jalan2 ke mall nonton nongkrong di cafe terus gandengan tangan sama kamu,Positive
337,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
338,RT Dirumah aja Negatif Corona Positif depresi,Neutral
339,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
340,RT Dirumah aja Negatif Corona Positif depresi,Neutral
341,RT PBSI mengabarkan bahwa saat ini Hendri Saputra sedang diisolasi di RS PELNI Jakarta Barat kumparanSPORT https t co 8xFA8,Neutral
342,RT Guru Besar UGM Yogyakarta Iwan Dwiprahasto yang telah dirawat beberapa hari karena positif terinfeksi virus Corona meninggal d,Neutral
343,RT Data pasien positif corona di Indonesia mencapai 579 orang Akibat hal ini paranormal asal Surabaya yang mengklaim dirinya P,Neutral
344,RT didu MAHARAN1 AnjingPeking itu telah berbuat kapan ya orang yg merasa suci https t co sYz59pxvTz,Negative
345,RT Ini kalo Bang yg Ngomong Yaqin Bakal Di Bully Rame2 Dari Segala Penjuru Indonesia Raya Sama Gerombolan G,Negative
346,Nadiem Makarim dan DPR Sepakat UN Ditiadakan Kelulusan Kemungkinan Ditentukan dari Nilai Rapor https t co UsToOhX5RF,Neutral
347,RT Seiring informasi yang kami terima Ada instruksi untuk mengurangi data tingkat kematian dgn menutupi fakta data yg meningg,Negative
348,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
349,RT Tengok member study lagi seram dari corona,Neutral
350,Gerakan Nasional Demokrat Lawan Corona Ketum DPP Partai Demokrat Keluarkan Surat Instruksi https t co wSniDJIyZD lewat,Neutral
351,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
352,RT Dear Pak ini saran mumpung di Bali tanggal 25 Maret ini Nyepi yuk sekalian seluruh Indonesia diajak ikut Nyepi se,Positive
353,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
354,RT Melakukan eksperimen dengan menenggak cairan pembersih yang mengandung chloroquine untuk mencegah terkena virus coron,Negative
355,RT Anggota dpr dites corona malah positif korupsi,Negative
356,Gue denger berita berita kematian karena corona jadi banjir begini ajg,Negative
357,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
358,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
359,Gagal sempro minggu ini gagal penelitian awal April Semoga wabah corona segera berakhir,Neutral
360,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
361,RT Kemampuan memanipulasi yang dimiliki penguasa kini diuji kembali Dahulu manipulasi data pilpres kini data virus corona pu,Negative
362,Pemkot Surabaya Buka Peta Sebaran Virus Corona https t co lERecdUnbg,Neutral
363,RT IDI menilai masyarakat yang termasuk orang dalam pemantauan ODP lebih prioritas dites ketimbang anggota DPR kumparanNews,Positive
364,SABAR DAN SHOLAT Tetaplah Tenang Bismillah Di tengah kabar berita Wabah Virus Covid 19 Corona cov d19 corona https t co kh4yxRft3X,Positive
365,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Negative
366,RT Dari semua pemerintahan negara yang terkena wabah corona pemerintah Indonesia memiliki karakter yang berbeda,Neutral
367,Satpam amp virus Corona covid 19 kami jaga Indonesia dari sini kamu jaga Indonesia dari rumah https t co hXeKTmeqYS,Neutral
368,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
369,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
370,RT U ujian N nasional B batal K karena Corona,Neutral
371,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
372,RT jaran67 Coba bayangin kalau ini di terapkan dinegara kita 62 Kalian di anjurkan drmh agar negatif corona aja pada ngeyel Apa,Neutral
373,RT Hala tersebut membuat para petugas medis itu sempat menginap di rumah sakit kumparanViral https t co VmhndQLq4l,Neutral
374,RT Dirumah aja Negatif Corona Positif depresi,Neutral
375,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
376,RT Whoahhh Berarti Anggota DPR yang maksa test Corona duluan itu lebih GOBLOK DARIPADA PKS Bayangin Kurang hina apa,Negative
377,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
378,RT Gila Aku pikir ini batal setelah banyak yang protes Ternyata bener anggota DPR akan tes hari Jumat Pak yang m,Negative
379,RT Pahami Perbedaan Batuk Biasa dan Batuk Gejala Infeksi Virus Corona https t co MsgEs10mZ5,Positive
380,Para petarung UFC menyampaikan rasa empati kepada korban virus Corona Seperti Khabib Nurmagomedov yang memakai mas https t co 8Qbb2xJIAC,Positive
381,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
382,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
383,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
384,RT jogja Penyemprotan cairan disinfektan di jalanan Jogja oleh Polda DIY sebagai antisipasi pencegahan penyebaran virus corona Teri,Neutral
385,RT TOLONG BANTU SHARE DONG GA TEGA AKU LIATNYA SEDANG ADA WABAH CORONA KAYAKGINI UNBK https t co 5xHsoEYYcx,Positive
386,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
387,RT Tengok member study lagi seram dari corona,Neutral
388,RT Ini UN di apus gara2 corona trus skripsi ga ada niatan di apus juga apa Semester 9 udah mulai kecium ini etdahhh,Negative
389,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Positive
390,RT jauhi corona dekati aku https t co i91MamWnTU,Neutral
391,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
392,RT Sebelum dan sesudah ada corona nih orang bener bener segitu bencinya ama pemerintah padahal gatau juga berkontribusi apa b,Negative
393,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
394,RT Ayoo gaes yang udah libur dan bisa dirumah aja plis banget social distancing biar bisa memutus rantai corona dan biar kita,Positive
395,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
396,RT piyuuu Baru Diresmikan Jokowi PDP Corona Antre Berjam jam di Wisma Atlet Tanpa Kejelasan Katanya Sudah Penuh Mrk mengarahkan,Neutral
397,RT UNBK DIHAPUS KARENA CORONA Pas pertama denger kabar Alhamdulillah seneng banget Sedetik kemudian https t co V1iFy4ZHKK,Positive
398,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
399,RT Supir angkot ojek online dan sejumlah profesi diprediksi paling terdampak corona https t co AQeEQvkCKs,Neutral
400,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
401,Corona monkaGIGA,Neutral
402,RT Polri Akan Bubarkan Kerumunan untuk Cegah Corona BubarkanCegahCorona https t co 99fS18RqRC,Positive
403,Terpaksa bro Takut Maggie tu kena corona kalau tak kuarantin,Positive
404,pulang lo gowa corona udah sampe bumi sani,Negative
405,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
406,Ditegur Corona baru pada inget ibadah,Positive
407,RT Lebih dari 600 dokter di Perancis menggugat mantan Menteri Kesehatan dan Perdana Menteri Mereka dianggap tidak mengambil lang,Neutral
408,RT Terlihat petugas rumah sakit yang menguburkan jenazah menggunakan baju hazmat Keluarga dan kerabat yang hadir berjauhan ku,Neutral
409,RT Tengok member study lagi seram dari corona,Neutral
410,RT Sebagian alat uji virus corona yang dibeli pemerintah tak sesuai dengan standar Badan Kesehatan Dunia WHO https t co e,Neutral
411,RT Presiden dan menteri terkait telah selesai menggelar rapat terbatas secara online membahas UN 2020 yang terdampak CO,Neutral
412,RT Pesan Manis BTS untuk Tim Medis dan ARMY Hadapi Corona https t co WQwwzaSZQY,Neutral
413,Cegah Virus Corona Koramil 12 Manisrenggo Lakukan Apel Pagi Untuk Pembagian Tugas https t co N5203BaEIO https t co djX8SEnR3Y,Neutral
414,RT Nyesek Cerita Pilu Pemakaman Pasien Corona Hanya Dihadiri Tiga Anak Tanpa Pelayat https t co StTLeZnqkF https t co,Neutral
415,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
416,RT 14 Hari duk rumah ni korang boleh lah tengok movie yang ada vibe CORONA virus ni https t co sCGFV4gyi1,Neutral
417,RT Riset UI IPB Jambu Biji Diprediksi Bisa Mencegah Corona https t co EhXZmQXoV7,Neutral
418,RT WHO MLIPUKO WA CORONAVIRUS UNAZIDI KUSHIKA KASI gt Ilichukua siku 67 kwa Maambukizi kufika 100 000 lakini imechukua siku,Neutral
419,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
420,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Negative
421,RT Kalian stay di rumah itu gak cuma untuk diri kalian tapi untuk orang lain juga Kalian gak takut kena corona gakpapa,Positive
422,Di himbau acuh Pas pstf corona nyalahin pemerintah,Negative
423,RT Anggota dpr dites corona malah positif korupsi,Negative
424,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
425,Cuy bro mba kak kelayapan kalian gabakal bikin keren masih ada besok besok kalo mau nongkrong mah Seka https t co QynHUkjA8S,Negative
426,Kemaren waktu udah ada corona kita anak SMK juga tetep UNBK sumpah kek anak tiri,Negative
427,SEBAIKNYA PEMERINTAH MEMBUAT PERATURAN ORANG2 YG MEREMEHKAN VIRUS CORONA MERASA KEBAL DLL AGAR MENDAFTARKAN D https t co 914n09VGxf,Positive
428,RT Jokowi Soroti Pasien Corona Bantu Hajatan dan Pergi ke Pasar https t co thddzkuqlw,Positive
429,RT Tengok member study lagi seram dari corona,Neutral
430,dear corona yuk pulang yuk,Negative
431,RT Plz ini siapa yg nyebarin info anjer ke nyokap dikasih bawang merah dikamar biar nangkal corona nangkal corona kaga nangis,Negative
432,corona belum clear pacarnya mati duluan kena corona https t co mL1GVetWLk,Negative
433,RT Dirumah aja Negatif Corona Positif depresi,Neutral
434,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
435,RT Ceramah beliau Al Habib Husen bin Thoha Ba agil Tuban Sebelum adanya corona COVID 19 TerimakasihParamedisIndonesia ht,Neutral
436,RT Tokopedia OVO dan Grab mendonasikan masing masing Rp 1 miliar total Rp 3 miliar untuk membantu memerangi COVID 19 https,Positive
437,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
438,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
439,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
440,RT Tes corona yang di Jaksel mau dimulai kapan Trus biar bisa ikut tes gmn caranya,Positive
441,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
442,RT Dirumah aja Negatif Corona Positif depresi,Neutral
443,RT Kalo corona udah hilang pokoknya aku mau jalan2 ke mall nonton nongkrong di cafe terus gandengan tangan sama kamu,Positive
444,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
445,RT Dirumah aja Negatif Corona Positif depresi,Neutral
446,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
447,RT Dirumah aja Negatif Corona Positif depresi,Neutral
448,RT PBSI mengabarkan bahwa saat ini Hendri Saputra sedang diisolasi di RS PELNI Jakarta Barat kumparanSPORT https t co 8xFA8,Neutral
449,RT Guru Besar UGM Yogyakarta Iwan Dwiprahasto yang telah dirawat beberapa hari karena positif terinfeksi virus Corona meninggal d,Neutral
450,RT Data pasien positif corona di Indonesia mencapai 579 orang Akibat hal ini paranormal asal Surabaya yang mengklaim dirinya P,Neutral
451,RT didu MAHARAN1 AnjingPeking itu telah berbuat kapan ya orang yg merasa suci https t co sYz59pxvTz,Negative
452,RT Ini kalo Bang yg Ngomong Yaqin Bakal Di Bully Rame2 Dari Segala Penjuru Indonesia Raya Sama Gerombolan G,Negative
453,Nadiem Makarim dan DPR Sepakat UN Ditiadakan Kelulusan Kemungkinan Ditentukan dari Nilai Rapor https t co UsToOhX5RF,Neutral
454,RT Seiring informasi yang kami terima Ada instruksi untuk mengurangi data tingkat kematian dgn menutupi fakta data yg meningg,Negative
455,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
456,RT Tengok member study lagi seram dari corona,Neutral
457,Gerakan Nasional Demokrat Lawan Corona Ketum DPP Partai Demokrat Keluarkan Surat Instruksi https t co wSniDJIyZD lewat,Neutral
458,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
459,RT Dear Pak ini saran mumpung di Bali tanggal 25 Maret ini Nyepi yuk sekalian seluruh Indonesia diajak ikut Nyepi se,Positive
460,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
461,RT Melakukan eksperimen dengan menenggak cairan pembersih yang mengandung chloroquine untuk mencegah terkena virus coron,Negative
462,RT Anggota dpr dites corona malah positif korupsi,Negative
463,Gue denger berita berita kematian karena corona jadi banjir begini ajg,Negative
464,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
465,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
466,Gagal sempro minggu ini gagal penelitian awal April Semoga wabah corona segera berakhir,Neutral
467,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
468,RT Kemampuan memanipulasi yang dimiliki penguasa kini diuji kembali Dahulu manipulasi data pilpres kini data virus corona pu,Negative
469,Pemkot Surabaya Buka Peta Sebaran Virus Corona https t co lERecdUnbg,Neutral
470,RT IDI menilai masyarakat yang termasuk orang dalam pemantauan ODP lebih prioritas dites ketimbang anggota DPR kumparanNews,Positive
471,SABAR DAN SHOLAT Tetaplah Tenang Bismillah Di tengah kabar berita Wabah Virus Covid 19 Corona cov d19 corona https t co kh4yxRft3X,Positive
472,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Negative
473,RT Dari semua pemerintahan negara yang terkena wabah corona pemerintah Indonesia memiliki karakter yang berbeda,Neutral
474,Satpam amp virus Corona covid 19 kami jaga Indonesia dari sini kamu jaga Indonesia dari rumah https t co hXeKTmeqYS,Neutral
475,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
476,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
477,RT U ujian N nasional B batal K karena Corona,Neutral
