no,text,polarity
234,RT didu MAHARAN1 AnjingPeking itu telah berbuat kapan ya orang yg merasa suci https t co sYz59pxvTz,Neutral
235,RT Ini kalo Bang yg Ngomong Yaqin Bakal Di Bully Rame2 Dari Segala Penjuru Indonesia Raya Sama Gerombolan G,Neutral
236,Kiti diwas ghari basaycha sarkar ch kai Tharana Kiti diwas ghari basaycha sarkar ch kai Tharana Go Corona Go C https t co QobglH7KXz,Neutral
237,Nadiem Makarim dan DPR Sepakat UN Ditiadakan Kelulusan Kemungkinan Ditentukan dari Nilai Rapor https t co UsToOhX5RF,Neutral
238,RT Seiring informasi yang kami terima Ada instruksi untuk mengurangi data tingkat kematian dgn menutupi fakta data yg meningg,Neutral
239,RT Kwa vyovyote janga la Corona si la kudumu Nalo litapita Kipindi hiki ni cha kufikiria maisha baada ya Corona Kila jang,Neutral
240,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
241,RT Tengok member study lagi seram dari corona,Neutral
242,Gerakan Nasional Demokrat Lawan Corona Ketum DPP Partai Demokrat Keluarkan Surat Instruksi https t co wSniDJIyZD lewat,Neutral
243,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
244,RT Dear Pak ini saran mumpung di Bali tanggal 25 Maret ini Nyepi yuk sekalian seluruh Indonesia diajak ikut Nyepi se,Neutral
245,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
246,RT Melakukan eksperimen dengan menenggak cairan pembersih yang mengandung chloroquine untuk mencegah terkena virus coron,Neutral
247,RT Anggota dpr dites corona malah positif korupsi,Neutral
248,Gue denger berita berita kematian karena corona jadi banjir begini ajg,Neutral
249,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
250,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
251,Gagal sempro minggu ini gagal penelitian awal April Semoga wabah corona segera berakhir,Neutral
252,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
253,RT Kemampuan memanipulasi yang dimiliki penguasa kini diuji kembali Dahulu manipulasi data pilpres kini data virus corona pu,Neutral
254,Pemkot Surabaya Buka Peta Sebaran Virus Corona https t co lERecdUnbg,Neutral
255,RT IDI menilai masyarakat yang termasuk orang dalam pemantauan ODP lebih prioritas dites ketimbang anggota DPR kumparanNews,Neutral
256,SABAR DAN SHOLAT Tetaplah Tenang Bismillah Di tengah kabar berita Wabah Virus Covid 19 Corona cov d19 corona https t co kh4yxRft3X,Neutral
257,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Neutral
258,RT Dari semua pemerintahan negara yang terkena wabah corona pemerintah Indonesia memiliki karakter yang berbeda,Neutral
259,Satpam amp virus Corona covid 19 kami jaga Indonesia dari sini kamu jaga Indonesia dari rumah https t co hXeKTmeqYS,Neutral
260,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
261,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
262,RT U ujian N nasional B batal K karena Corona,Neutral
263,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
264,RT jaran67 Coba bayangin kalau ini di terapkan dinegara kita 62 Kalian di anjurkan drmh agar negatif corona aja pada ngeyel Apa,Neutral
265,RT Hala tersebut membuat para petugas medis itu sempat menginap di rumah sakit kumparanViral https t co VmhndQLq4l,Neutral
266,RT Dirumah aja Negatif Corona Positif depresi,Neutral
267,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
268,RT Whoahhh Berarti Anggota DPR yang maksa test Corona duluan itu lebih GOBLOK DARIPADA PKS Bayangin Kurang hina apa,Neutral
269,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
270,RT Gila Aku pikir ini batal setelah banyak yang protes Ternyata bener anggota DPR akan tes hari Jumat Pak yang m,Neutral
271,RT Pahami Perbedaan Batuk Biasa dan Batuk Gejala Infeksi Virus Corona https t co MsgEs10mZ5,Neutral
272,Para petarung UFC menyampaikan rasa empati kepada korban virus Corona Seperti Khabib Nurmagomedov yang memakai mas https t co 8Qbb2xJIAC,Neutral
273,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
274,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
275,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
276,RT jogja Penyemprotan cairan disinfektan di jalanan Jogja oleh Polda DIY sebagai antisipasi pencegahan penyebaran virus corona Teri,Neutral
277,RT TOLONG BANTU SHARE DONG GA TEGA AKU LIATNYA SEDANG ADA WABAH CORONA KAYAKGINI UNBK https t co 5xHsoEYYcx,Neutral
278,RT Kwa vyovyote janga la Corona si la kudumu Nalo litapita Kipindi hiki ni cha kufikiria maisha baada ya Corona Kila jang,Neutral
279,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
280,RT Tengok member study lagi seram dari corona,Neutral
281,RT Ini UN di apus gara2 corona trus skripsi ga ada niatan di apus juga apa Semester 9 udah mulai kecium ini etdahhh,Neutral
282,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
283,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
284,Ada yang bilang bener dirumah gak kena corona tapi malah depresi,Neutral
285,RT https t co wp9ZLWnHHR Terimakasih PT Astra anda dan keluarga besar anda semoga semakin berjaya Terimakasih PT Warda,Neutral
286,RT Saya minta rapit test kepada anggota DPR dibatalkan Yg utama adalah para medis yg bertugas di garis depan menangani pas,Neutral
287,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
288,corona virus harusnya membuka mata bahwa sistem demokrasi kapitalisme yang diterapkan mengabaikan nyawa rakyat me https t co wR33YcK652,Neutral
289,Lebih lucu yang tes corona dengan menghadap sinar matahari dan tahan nafas 10 detikkk yang ini kurangg,Neutral
290,RT azhar test Corona harus disusun prioritasnya utk yg rentan dan rakyat bukan mdahulukan pejabat Pantau gaes saat mewabah,Neutral
291,Aktor The Walking Dead ini menghabiskan biaya hingga USD 9 116 atau sekitar Rp 150 juta untuk tes virus corona n https t co KbFM27KyC4,Negative
292,RT Dirumah aja Negatif Corona Positif depresi,Neutral
293,Kita udh social distancing udh 2 bulan aku gabisa nyamperin kesana dan bgtupun dia efek corona he said it wil https t co e9ScuVquTb,Positive
294,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
295,Sapa taw yg korupsi kena corona juga kan mayan tuh ngurangi koruptor di indo,Neutral
296,RT jsp Pagi barusan saya di WA teman saya Angga dr Gunung Kidul Dari percakapan pendek ini semoga kita semakin memahami arti pen,Neutral
297,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
298,RT kesenjangan sosial yang nyata diperlihatkan oleh berita ini https t co nmo6Y8QsOk,Neutral
299,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
300,RT UNBK DIHAPUS KARENA CORONA Pas pertama denger kabar Alhamdulillah seneng banget Sedetik kemudian https t co V1iFy4ZHKK,Neutral
301,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
302,Corona monkaGIGA,Neutral
303,RT Polri Akan Bubarkan Kerumunan untuk Cegah Corona BubarkanCegahCorona https t co 99fS18RqRC,Neutral
304,Terpaksa bro Takut Maggie tu kena corona kalau tak kuarantin,Neutral
305,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
306,Ditegur Corona baru pada inget ibadah,Neutral
307,RT Lebih dari 600 dokter di Perancis menggugat mantan Menteri Kesehatan dan Perdana Menteri Mereka dianggap tidak mengambil lang,Neutral
308,RT Terlihat petugas rumah sakit yang menguburkan jenazah menggunakan baju hazmat Keluarga dan kerabat yang hadir berjauhan ku,Neutral
309,RT Tengok member study lagi seram dari corona,Neutral
310,RT Sebagian alat uji virus corona yang dibeli pemerintah tak sesuai dengan standar Badan Kesehatan Dunia WHO https t co e,Neutral
311,RT Presiden dan menteri terkait telah selesai menggelar rapat terbatas secara online membahas UN 2020 yang terdampak CO,Neutral
312,RT Pesan Manis BTS untuk Tim Medis dan ARMY Hadapi Corona https t co WQwwzaSZQY,Neutral
313,Cegah Virus Corona Koramil 12 Manisrenggo Lakukan Apel Pagi Untuk Pembagian Tugas https t co N5203BaEIO https t co djX8SEnR3Y,Neutral
314,RT Nyesek Cerita Pilu Pemakaman Pasien Corona Hanya Dihadiri Tiga Anak Tanpa Pelayat https t co StTLeZnqkF https t co,Neutral
315,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
316,RT 14 Hari duk rumah ni korang boleh lah tengok movie yang ada vibe CORONA virus ni https t co sCGFV4gyi1,Neutral
317,RT Riset UI IPB Jambu Biji Diprediksi Bisa Mencegah Corona https t co EhXZmQXoV7,Neutral
318,RT WHO MLIPUKO WA CORONAVIRUS UNAZIDI KUSHIKA KASI gt Ilichukua siku 67 kwa Maambukizi kufika 100 000 lakini imechukua siku,Neutral
319,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
320,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Neutral
321,RT Kalian stay di rumah itu gak cuma untuk diri kalian tapi untuk orang lain juga Kalian gak takut kena corona gakpapa,Neutral
322,Di himbau acuh Pas pstf corona nyalahin pemerintah,Neutral
323,RT Anggota dpr dites corona malah positif korupsi,Neutral
324,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
325,Cuy bro mba kak kelayapan kalian gabakal bikin keren masih ada besok besok kalo mau nongkrong mah Seka https t co QynHUkjA8S,Neutral
326,Kemaren waktu udah ada corona kita anak SMK juga tetep UNBK sumpah kek anak tiri,Neutral
327,SEBAIKNYA PEMERINTAH MEMBUAT PERATURAN ORANG2 YG MEREMEHKAN VIRUS CORONA MERASA KEBAL DLL AGAR MENDAFTARKAN D https t co 914n09VGxf,Neutral
328,RT Jokowi Soroti Pasien Corona Bantu Hajatan dan Pergi ke Pasar https t co thddzkuqlw,Neutral
329,RT Tengok member study lagi seram dari corona,Neutral
330,dear corona yuk pulang yuk,Neutral
331,RT Plz ini siapa yg nyebarin info anjer ke nyokap dikasih bawang merah dikamar biar nangkal corona nangkal corona kaga nangis,Neutral
332,corona belum clear pacarnya mati duluan kena corona https t co mL1GVetWLk,Positive
333,RT Dirumah aja Negatif Corona Positif depresi,Neutral
334,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
335,RT Ceramah beliau Al Habib Husen bin Thoha Ba agil Tuban Sebelum adanya corona COVID 19 TerimakasihParamedisIndonesia ht,Neutral
336,RT Tokopedia OVO dan Grab mendonasikan masing masing Rp 1 miliar total Rp 3 miliar untuk membantu memerangi COVID 19 https,Neutral
337,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
338,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
339,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
340,RT Tes corona yang di Jaksel mau dimulai kapan Trus biar bisa ikut tes gmn caranya,Neutral
341,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
342,RT Dirumah aja Negatif Corona Positif depresi,Neutral
343,RT Kalo corona udah hilang pokoknya aku mau jalan2 ke mall nonton nongkrong di cafe terus gandengan tangan sama kamu,Neutral
344,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
345,RT Dirumah aja Negatif Corona Positif depresi,Neutral
346,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
347,RT Dirumah aja Negatif Corona Positif depresi,Neutral
348,RT PBSI mengabarkan bahwa saat ini Hendri Saputra sedang diisolasi di RS PELNI Jakarta Barat kumparanSPORT https t co 8xFA8,Neutral
349,RT Guru Besar UGM Yogyakarta Iwan Dwiprahasto yang telah dirawat beberapa hari karena positif terinfeksi virus Corona meninggal d,Neutral
350,RT Data pasien positif corona di Indonesia mencapai 579 orang Akibat hal ini paranormal asal Surabaya yang mengklaim dirinya P,Neutral
351,RT didu MAHARAN1 AnjingPeking itu telah berbuat kapan ya orang yg merasa suci https t co sYz59pxvTz,Neutral
352,RT Ini kalo Bang yg Ngomong Yaqin Bakal Di Bully Rame2 Dari Segala Penjuru Indonesia Raya Sama Gerombolan G,Neutral
353,Kiti diwas ghari basaycha sarkar ch kai Tharana Kiti diwas ghari basaycha sarkar ch kai Tharana Go Corona Go C https t co QobglH7KXz,Neutral
354,Nadiem Makarim dan DPR Sepakat UN Ditiadakan Kelulusan Kemungkinan Ditentukan dari Nilai Rapor https t co UsToOhX5RF,Neutral
355,RT Seiring informasi yang kami terima Ada instruksi untuk mengurangi data tingkat kematian dgn menutupi fakta data yg meningg,Neutral
356,RT Kwa vyovyote janga la Corona si la kudumu Nalo litapita Kipindi hiki ni cha kufikiria maisha baada ya Corona Kila jang,Neutral
357,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
358,RT Tengok member study lagi seram dari corona,Neutral
359,Gerakan Nasional Demokrat Lawan Corona Ketum DPP Partai Demokrat Keluarkan Surat Instruksi https t co wSniDJIyZD lewat,Neutral
360,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
361,RT Dear Pak ini saran mumpung di Bali tanggal 25 Maret ini Nyepi yuk sekalian seluruh Indonesia diajak ikut Nyepi se,Neutral
362,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
363,RT Melakukan eksperimen dengan menenggak cairan pembersih yang mengandung chloroquine untuk mencegah terkena virus coron,Neutral
364,RT Anggota dpr dites corona malah positif korupsi,Neutral
365,Gue denger berita berita kematian karena corona jadi banjir begini ajg,Neutral
366,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
367,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
368,Gagal sempro minggu ini gagal penelitian awal April Semoga wabah corona segera berakhir,Neutral
369,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
370,RT Kemampuan memanipulasi yang dimiliki penguasa kini diuji kembali Dahulu manipulasi data pilpres kini data virus corona pu,Neutral
371,Pemkot Surabaya Buka Peta Sebaran Virus Corona https t co lERecdUnbg,Neutral
372,RT IDI menilai masyarakat yang termasuk orang dalam pemantauan ODP lebih prioritas dites ketimbang anggota DPR kumparanNews,Neutral
373,SABAR DAN SHOLAT Tetaplah Tenang Bismillah Di tengah kabar berita Wabah Virus Covid 19 Corona cov d19 corona https t co kh4yxRft3X,Neutral
374,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Neutral
375,RT Dari semua pemerintahan negara yang terkena wabah corona pemerintah Indonesia memiliki karakter yang berbeda,Neutral
376,Satpam amp virus Corona covid 19 kami jaga Indonesia dari sini kamu jaga Indonesia dari rumah https t co hXeKTmeqYS,Neutral
377,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
378,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
379,RT U ujian N nasional B batal K karena Corona,Neutral
380,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
381,RT jaran67 Coba bayangin kalau ini di terapkan dinegara kita 62 Kalian di anjurkan drmh agar negatif corona aja pada ngeyel Apa,Neutral
382,RT Hala tersebut membuat para petugas medis itu sempat menginap di rumah sakit kumparanViral https t co VmhndQLq4l,Neutral
383,RT Dirumah aja Negatif Corona Positif depresi,Neutral
384,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
385,RT Whoahhh Berarti Anggota DPR yang maksa test Corona duluan itu lebih GOBLOK DARIPADA PKS Bayangin Kurang hina apa,Neutral
386,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
387,RT Gila Aku pikir ini batal setelah banyak yang protes Ternyata bener anggota DPR akan tes hari Jumat Pak yang m,Neutral
388,RT Pahami Perbedaan Batuk Biasa dan Batuk Gejala Infeksi Virus Corona https t co MsgEs10mZ5,Neutral
389,Para petarung UFC menyampaikan rasa empati kepada korban virus Corona Seperti Khabib Nurmagomedov yang memakai mas https t co 8Qbb2xJIAC,Neutral
390,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
391,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
392,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
393,RT jogja Penyemprotan cairan disinfektan di jalanan Jogja oleh Polda DIY sebagai antisipasi pencegahan penyebaran virus corona Teri,Neutral
394,RT TOLONG BANTU SHARE DONG GA TEGA AKU LIATNYA SEDANG ADA WABAH CORONA KAYAKGINI UNBK https t co 5xHsoEYYcx,Neutral
395,RT Kwa vyovyote janga la Corona si la kudumu Nalo litapita Kipindi hiki ni cha kufikiria maisha baada ya Corona Kila jang,Neutral
396,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
397,RT Tengok member study lagi seram dari corona,Neutral
398,RT Ini UN di apus gara2 corona trus skripsi ga ada niatan di apus juga apa Semester 9 udah mulai kecium ini etdahhh,Neutral
399,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
400,RT jauhi corona dekati aku https t co i91MamWnTU,Neutral
401,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
402,RT Sebelum dan sesudah ada corona nih orang bener bener segitu bencinya ama pemerintah padahal gatau juga berkontribusi apa b,Neutral
403,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
404,RT Ayoo gaes yang udah libur dan bisa dirumah aja plis banget social distancing biar bisa memutus rantai corona dan biar kita,Positive
405,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
406,RT piyuuu Baru Diresmikan Jokowi PDP Corona Antre Berjam jam di Wisma Atlet Tanpa Kejelasan Katanya Sudah Penuh Mrk mengarahkan,Neutral
407,RT UNBK DIHAPUS KARENA CORONA Pas pertama denger kabar Alhamdulillah seneng banget Sedetik kemudian https t co V1iFy4ZHKK,Neutral
408,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
409,RT Supir angkot ojek online dan sejumlah profesi diprediksi paling terdampak corona https t co AQeEQvkCKs,Neutral
410,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
411,Corona monkaGIGA,Neutral
412,RT Polri Akan Bubarkan Kerumunan untuk Cegah Corona BubarkanCegahCorona https t co 99fS18RqRC,Neutral
413,Terpaksa bro Takut Maggie tu kena corona kalau tak kuarantin,Neutral
414,pulang lo gowa corona udah sampe bumi sani,Neutral
415,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
416,Ditegur Corona baru pada inget ibadah,Neutral
417,RT Lebih dari 600 dokter di Perancis menggugat mantan Menteri Kesehatan dan Perdana Menteri Mereka dianggap tidak mengambil lang,Neutral
418,RT Terlihat petugas rumah sakit yang menguburkan jenazah menggunakan baju hazmat Keluarga dan kerabat yang hadir berjauhan ku,Neutral
419,RT Tengok member study lagi seram dari corona,Neutral
420,RT Sebagian alat uji virus corona yang dibeli pemerintah tak sesuai dengan standar Badan Kesehatan Dunia WHO https t co e,Neutral
421,RT Presiden dan menteri terkait telah selesai menggelar rapat terbatas secara online membahas UN 2020 yang terdampak CO,Neutral
422,RT Pesan Manis BTS untuk Tim Medis dan ARMY Hadapi Corona https t co WQwwzaSZQY,Neutral
423,Cegah Virus Corona Koramil 12 Manisrenggo Lakukan Apel Pagi Untuk Pembagian Tugas https t co N5203BaEIO https t co djX8SEnR3Y,Neutral
424,RT Nyesek Cerita Pilu Pemakaman Pasien Corona Hanya Dihadiri Tiga Anak Tanpa Pelayat https t co StTLeZnqkF https t co,Neutral
425,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
426,RT 14 Hari duk rumah ni korang boleh lah tengok movie yang ada vibe CORONA virus ni https t co sCGFV4gyi1,Neutral
427,RT Riset UI IPB Jambu Biji Diprediksi Bisa Mencegah Corona https t co EhXZmQXoV7,Neutral
428,RT WHO MLIPUKO WA CORONAVIRUS UNAZIDI KUSHIKA KASI gt Ilichukua siku 67 kwa Maambukizi kufika 100 000 lakini imechukua siku,Neutral
429,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
430,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Neutral
431,RT Kalian stay di rumah itu gak cuma untuk diri kalian tapi untuk orang lain juga Kalian gak takut kena corona gakpapa,Neutral
432,Di himbau acuh Pas pstf corona nyalahin pemerintah,Neutral
433,RT Anggota dpr dites corona malah positif korupsi,Neutral
434,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
435,Cuy bro mba kak kelayapan kalian gabakal bikin keren masih ada besok besok kalo mau nongkrong mah Seka https t co QynHUkjA8S,Neutral
436,Kemaren waktu udah ada corona kita anak SMK juga tetep UNBK sumpah kek anak tiri,Neutral
437,SEBAIKNYA PEMERINTAH MEMBUAT PERATURAN ORANG2 YG MEREMEHKAN VIRUS CORONA MERASA KEBAL DLL AGAR MENDAFTARKAN D https t co 914n09VGxf,Neutral
438,RT Jokowi Soroti Pasien Corona Bantu Hajatan dan Pergi ke Pasar https t co thddzkuqlw,Neutral
439,RT Tengok member study lagi seram dari corona,Neutral
440,dear corona yuk pulang yuk,Neutral
441,RT Plz ini siapa yg nyebarin info anjer ke nyokap dikasih bawang merah dikamar biar nangkal corona nangkal corona kaga nangis,Neutral
442,corona belum clear pacarnya mati duluan kena corona https t co mL1GVetWLk,Positive
443,RT Dirumah aja Negatif Corona Positif depresi,Neutral
444,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
445,RT Ceramah beliau Al Habib Husen bin Thoha Ba agil Tuban Sebelum adanya corona COVID 19 TerimakasihParamedisIndonesia ht,Neutral
446,RT Tokopedia OVO dan Grab mendonasikan masing masing Rp 1 miliar total Rp 3 miliar untuk membantu memerangi COVID 19 https,Neutral
447,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
448,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
449,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
450,RT Tes corona yang di Jaksel mau dimulai kapan Trus biar bisa ikut tes gmn caranya,Neutral
451,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
452,RT Dirumah aja Negatif Corona Positif depresi,Neutral
453,RT Kalo corona udah hilang pokoknya aku mau jalan2 ke mall nonton nongkrong di cafe terus gandengan tangan sama kamu,Neutral
454,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
455,RT Dirumah aja Negatif Corona Positif depresi,Neutral
456,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
457,RT Dirumah aja Negatif Corona Positif depresi,Neutral
458,RT PBSI mengabarkan bahwa saat ini Hendri Saputra sedang diisolasi di RS PELNI Jakarta Barat kumparanSPORT https t co 8xFA8,Neutral
459,RT Guru Besar UGM Yogyakarta Iwan Dwiprahasto yang telah dirawat beberapa hari karena positif terinfeksi virus Corona meninggal d,Neutral
460,RT Data pasien positif corona di Indonesia mencapai 579 orang Akibat hal ini paranormal asal Surabaya yang mengklaim dirinya P,Neutral
461,RT didu MAHARAN1 AnjingPeking itu telah berbuat kapan ya orang yg merasa suci https t co sYz59pxvTz,Neutral
462,RT Ini kalo Bang yg Ngomong Yaqin Bakal Di Bully Rame2 Dari Segala Penjuru Indonesia Raya Sama Gerombolan G,Neutral
463,Kiti diwas ghari basaycha sarkar ch kai Tharana Kiti diwas ghari basaycha sarkar ch kai Tharana Go Corona Go C https t co QobglH7KXz,Neutral
464,Nadiem Makarim dan DPR Sepakat UN Ditiadakan Kelulusan Kemungkinan Ditentukan dari Nilai Rapor https t co UsToOhX5RF,Neutral
465,RT Seiring informasi yang kami terima Ada instruksi untuk mengurangi data tingkat kematian dgn menutupi fakta data yg meningg,Neutral
466,RT Kwa vyovyote janga la Corona si la kudumu Nalo litapita Kipindi hiki ni cha kufikiria maisha baada ya Corona Kila jang,Neutral
467,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
468,RT Tengok member study lagi seram dari corona,Neutral
469,Gerakan Nasional Demokrat Lawan Corona Ketum DPP Partai Demokrat Keluarkan Surat Instruksi https t co wSniDJIyZD lewat,Neutral
470,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
